Title,Company,Description
Data Stock Analyst,Taman Safari Indonesia,"Job Description:: Kualifikasi:: Kemampuan dalam menggunakan Microsoft Excel secara Mahir adalah Wajib: Job Description: Menganalisis data stok dan inventaris untuk menemukan tren dan pola yang dapat meningkatkan efisiensi pengelolaan barang Membuat laporan berkala terkait stok barang dan pergerakannya Mengembangkan strategi untuk meningkatkan efisiensi manajemen stok dan mengurangi biaya penyimpanan Memastikan akurasi data stok melalui stock opname dan verifikasi data inventaris Membantu merancang dan memperbarui sistem pelacakan stok Memantau pergerakan stock, mengidentifikasi perbedaan saldo stock, dan merekomendasikan tindakan korektif Melakukan penyimpanan dokumentasi dan catatan yang akurat untuk manajemen stock Memastikan saldo stock tidak ada yang negative Mengawasi dan memastikan penginputan penerimaan barang, pengeluaran barang dan penyesuaian dilakukan di system front end dan back end dengan angka yang sama   Kualifikasi: Pendidikan Min. D3 di bidang Matematika, Statistik, Ekonomi, atau bidang terkait Pengalaman kerja min. 2 - 3 tahun sebagai Data Analyst atau Inventory Analyst, khususnya di bidang retail Keterampilan analitis yang kuat dan kemampuan dalam menginterpretasikan data Kemampuan komunikasi dan teamwork yang baik Detail-oriented dan mampu bekerja dalam lingkungan yang cepat dan dinamis Kemampuan dalam menggunakan Microsoft Excel secara Mahir adalah Wajib"
Senior Data Analyst,PT Trinusa Travelindo,"It's fun to work in a company where people truly BELIEVE in what they're doing!     Job Description We are seeking a Data Analyst who will serve as a key thinking partner for our business stakeholders and product management teams across of our business and product domains. In this role, you will leverage data to drive insights, support decision-making, and provide actionable recommendations that will shape the direction of our products and business strategies. Some of the key responsibilities that you will have are: Database: design, test, and collaborate with relevant parties (e.g Product Engineering, Data Engineering) to enable, extract, or enrich data/data pipeline. Reporting: design, build, and disseminate dashboards or other self-served data products to enable stakeholders get quick business performance, conduct data exploration, or derive quick insights. Analysis: design, perform, and disseminate descriptive or diagnostic analyses with valuable findings and actionable insights to better understand the business. Experimentation: design, analyze, and disseminate experiments or causal-impact studies to test multiple hypotheses, variants, or initiatives and infer the best result(s) based on relevant success metrics. Modeling: design, develop, and collaborate with relevant parties (e.g Product Engineering, Machine Learning Engineer, Data Scientist) to deploy supervised or unsupervised models as per business needs to optimize business performance.   Requirements Requirements: Passionate in data, analysis, or insights with high curiosity and skepticism. Good communication, presentation, and storytelling skills to deliver data-inspired findings. Minimum 3 years of full time data analyst experience (open for prior experience in scientist and engineerr). Minimum 3 years of hands-on experience with SQL, spreadsheet, and R/Python. Minimum 3 years of dashboarding experience with BI or dataviz tools (Tableau, Looker Studio, Domo etc.). Prior experience in conducting statistical experimentation or A/B testing is a plus. Prior experience in developing unsupervised/supervised models is a plus. Prior experience in working on cloud platforms (GCP, AWS, Azure, etc.) is a plus. Bachelor/Master's degree majoring in Statistics, Mathematics, Physics, Computers/Informatics, Engineering, or Economics is a plus.   If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us! Database: design, test, and collaborate with relevant parties (e.g Product Engineering, Data Engineering) to enable, extract, or enrich data/data pipeline. | Reporting: design, build, and disseminate dashboards or other self-served data products to enable stakeholders get quick business performance, conduct data exploration, or derive quick insights. | Analysis: design, perform, and disseminate descriptive or diagnostic analyses with valuable findings and actionable insights to better understand the business. | Experimentation: design, analyze, and disseminate experiments or causal-impact studies to test multiple hypotheses, variants, or initiatives and infer the best result(s) based on relevant success metrics. | Modeling: design, develop, and collaborate with relevant parties (e.g Product Engineering, Machine Learning Engineer, Data Scientist) to deploy supervised or unsupervised models as per business needs to optimize business performance. | Passionate in data, analysis, or insights with high curiosity and skepticism. | Good communication, presentation, and storytelling skills to deliver data-inspired findings. | Minimum 3 years of full time data analyst experience (open for prior experience in scientist and engineerr). | Minimum 3 years of hands-on experience with SQL, spreadsheet, and R/Python. | Minimum 3 years of dashboarding experience with BI or dataviz tools (Tableau, Looker Studio, Domo etc.). | Prior experience in conducting statistical experimentation or A/B testing is a plus. | Prior experience in developing unsupervised/supervised models is a plus. | Prior experience in working on cloud platforms (GCP, AWS, Azure, etc.) is a plus. | Bachelor/Master's degree majoring in Statistics, Mathematics, Physics, Computers/Informatics, Engineering, or Economics is a plus."
Data Analyst - Platform CRM Analytics,PT Trinusa Travelindo,"It's fun to work in a company where people truly BELIEVE in what they're doing!     Job Description Develop in-depth analytical (user) understanding for what drives growth for the product and analyze diverse and dynamic data sets to derive valuable insights related to user behaviors to address complex challenges and better understand the business. Design, build, and disseminate dashboards or other self-served data products to enable stakeholders get quick business performance to track user engagement , conduct data exploration, or derive quick insights. Track and measure the impact of implemented initiatives, providing regular updates on the effectiveness and outcomes of data-driven strategies Design, analyze, and disseminate experiments or causal-impact studies to test multiple hypotheses, variants, or initiatives and infer the best result(s) based on relevant success metrics. Partner with cross-functional teams to define success metrics, create approaches to track the data, quantify and evaluate the data   Requirements 2+ years of Data analytics experience with big data exposure and SQL Passionate in data, analysis, or insights with high curiosity and skepticism. You have to be curious and hungry to learn, as well as excited to share knowledge with other team members  Comfortable working with open-ended questions and potentially ambiguous problem statements Experience in collaborating with people outside your domain to deliver impact Experience in conducting experimentation is a plus Experience using one or more Python and/or R programming languages  Strong in data manipulation and inferential statistics Existing business domain knowledge in customer behavior is preferred but not required   If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us! Develop in-depth analytical (user) understanding for what drives growth for the product and analyze diverse and dynamic data sets to derive valuable insights related to user behaviors to address complex challenges and better understand the business. | Design, build, and disseminate dashboards or other self-served data products to enable stakeholders get quick business performance to track user engagement , conduct data exploration, or derive quick insights. | Track and measure the impact of implemented initiatives, providing regular updates on the effectiveness and outcomes of data-driven strategies | Design, analyze, and disseminate experiments or causal-impact studies to test multiple hypotheses, variants, or initiatives and infer the best result(s) based on relevant success metrics. | Partner with cross-functional teams to define success metrics, create approaches to track the data, quantify and evaluate the data | 2+ years of Data analytics experience with big data exposure and SQL | Passionate in data, analysis, or insights with high curiosity and skepticism. | You have to be curious and hungry to learn, as well as excited to share knowledge with other team members  | Comfortable working with open-ended questions and potentially ambiguous problem statements | Experience in collaborating with people outside your domain to deliver impact | Experience in conducting experimentation is a plus | Experience using one or more Python and/or R programming languages  | Strong in data manipulation and inferential statistics | Existing business domain knowledge in customer behavior is preferred but not required"
AI Developer,PT Lintas Media Danawa,"Persyaratan: Persyaratan Memiliki gelar sarjana atau diploma di bidang ilmu komputer, teknik informatika, matematika, statistika, atau bidang terkait. | Memiliki pengalaman sebagai AI Developer atau peran serupa. | Menguasai menggunakan beberapa bahasa pemrograman yang digunakan untuk mengembangkan solusi AI, seperti Python, R, Java, C++, atau MATLAB | Memiliki kemampuan pemrograman, statistika, matematika, dan pemahaman algoritma yang kuat | Memahami perangkat pengolahan big data seperti Hadoop, Spark, Kafka, atau Hive | Memiliki pengetahuan dan pengalaman menggunakan berbagai framework, library, dan tool yang berkaitan dengan AI, seperti TensorFlow, PyTorch, Keras, Scikit-learn, OpenCV, NLTK, atau Spacy | Memahami neural network architectures. Beberapa contoh arsitektur neural network adalah convolutional neural network (CNN), recurrent neural network (RNN), long short-term memory (LSTM), generative adversarial network (GAN), dan lain-lain. | Memiliki pengetahuan dan pengalaman menggunakan berbagai teknik dan metode AI, seperti machine learning, deep learning, computer vision, natural language processing, speech recognition, atau computer vision | Memiliki portofolio proyek yang menunjukkan keterampilan dan pengalaman AI Developer | Memiliki keterampilan komunikasi, kerjasama tim, dan pemecahan masalah yang baik | Memiliki kemampuan analisis, keingintahuan, dan pembelajaran yang tinggi"
Data Manager - Financing Products,PT Trinusa Travelindo,"It's fun to work in a company where people truly BELIEVE in what they're doing!     Job Description About the role: We seek a visionary and experienced Data Manager to head the Financing products analytics team.  In this leadership role, you will build and manage a high-performing data team that provides data-driven insights and support to our Financing products business groups. You will be pivotal in developing and implementing data strategies that maximize user acquisition, improve conversion rates, and ensure responsible financial practices across both verticals. Responsibilities: Lead and manage a team of data analysts, ensuring their skills and expertise cater to the specific needs of the Financing products team. Partner with Financing products commercial stakeholders (e.g., Marketing, Sales, Product) to understand their unique business objectives and translate them into actionable data requests. Develop and implement a unified data strategy for financing activities aligned with company objectives. Design, build, and maintain data pipelines and dashboards to track key performance indicators (KPIs) for user acquisition, conversion, transaction behavior, credit risk (PayLater), insurance economics, and fraud Conduct in-depth data analysis to identify trends, growth opportunities, and improvement areas in user acquisition, conversion, risk management, and product development (for Financing products). Leverage data to inform credit risk modeling for PayLater and actuarial modeling for insurance, ensuring responsible lending and product offerings. Communicate complex data insights in a clear, concise, and actionable way to both technical and non-technical audiences. Stay up-to-date on the latest data science trends and technologies relevant to the FinTech and insurance industries, and implement tools to enhance Financing products analytics capabilities. Foster a collaborative and data-driven culture within the Financing products teams.   Requirements Minimum 7+ years of experience in a data leadership role, preferably within the financial technology industry. Proven experience in managing and mentoring data analysts. Strong understanding of data analysis methodologies, including SQL, statistics, and machine learning (a plus). Experience with data visualization tools (e.g., Tableau, Power BI). Experience working with data pipelines and cloud platforms (e.g., GCP) (a plus). Excellent communication and presentation skills, with the ability to translate complex data insights into clear and actionable recommendations for non-technical audiences. Strong leadership skills, with the ability to motivate and inspire a team. Strategic thinking and problem-solving skills. A passion for the travel industry and a deep understanding of online travel agent (OTA) business models (a plus).   If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us! Lead and manage a team of data analysts, ensuring their skills and expertise cater to the specific needs of the Financing products team. | Partner with Financing products commercial stakeholders (e.g., Marketing, Sales, Product) to understand their unique business objectives and translate them into actionable data requests. | Develop and implement a unified data strategy for financing activities aligned with company objectives. | Design, build, and maintain data pipelines and dashboards to track key performance indicators (KPIs) for user acquisition, conversion, transaction behavior, credit risk (PayLater), insurance economics, and fraud | Conduct in-depth data analysis to identify trends, growth opportunities, and improvement areas in user acquisition, conversion, risk management, and product development (for Financing products). | Leverage data to inform credit risk modeling for PayLater and actuarial modeling for insurance, ensuring responsible lending and product offerings. | Communicate complex data insights in a clear, concise, and actionable way to both technical and non-technical audiences. | Stay up-to-date on the latest data science trends and technologies relevant to the FinTech and insurance industries, and implement tools to enhance Financing products analytics capabilities. | Foster a collaborative and data-driven culture within the Financing products teams. | Minimum 7+ years of experience in a data leadership role, preferably within the financial technology industry. | Proven experience in managing and mentoring data analysts. | Strong understanding of data analysis methodologies, including SQL, statistics, and machine learning (a plus). | Experience with data visualization tools (e.g., Tableau, Power BI). | Experience working with data pipelines and cloud platforms (e.g., GCP) (a plus). | Excellent communication and presentation skills, with the ability to translate complex data insights into clear and actionable recommendations for non-technical audiences. | Strong leadership skills, with the ability to motivate and inspire a team. | Strategic thinking and problem-solving skills. | A passion for the travel industry and a deep understanding of online travel agent (OTA) business models (a plus)."
Data Analyst - Transport Commercial,PT Trinusa Travelindo,"It's fun to work in a company where people truly BELIEVE in what they're doing!     Job Description   Requirements   If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us! Database: design, test, and collaborate with relevant parties (e.g Product Eng., Data Eng.) to enable, extract, or enrich data/data pipeline. | Reporting: design, build, and disseminate dashboards or other self-served data products to enable stakeholders get quick business performance, conduct data exploration, or derive quick insights. | Experimentation: design, analyze, and disseminate experiments or causal-impact studies to test multiple hypotheses, variants, or initiatives and infer the best result(s) based on relevant success metrics. | Analysis: design, perform, and disseminate descriptive or diagnostic analyses with valuable findings and actionable insights to better understand the business. | Modeling: design, develop, and collaborate with relevant parties (e.g Product Eng., ML/AI Eng., Data Sci.) to deploy supervised or unsupervised models as per business needs to optimize business performance. | Passionate in data, analysis, or insights with high curiosity and skepticism. | Good communication, presentation, and storytelling skills to deliver data-inspired findings. | 3+ years of data role experience (analyst, scientist, or engineer). | 3+ years of hands-on experience with SQL, spreadsheet, and R/Python. | 3+ years of dashboarding experience with BI or dataviz tools (Tableau, Looker Studio, Domo etc.). | Prior experience in conducting statistical experimentation or A/B testing is a plus. | Prior experience in developing unsupervised/supervised models is a plus. | Prior experience in working on cloud platforms (GCP, AWS, Azure, etc.) is a plus. | Bachelor/Master's degree majoring in Statistics, Mathematics, Physics, Computers/Informatics, Engineering, or Economics is a plus."
Senior Data Warehouse Engineer (Indonesia),PT Aplikasi Karya Anak Bangsa (GO-JEK Indonesia),"About the Role Gojek is a data-driven organisation. Data has become the most critical part of its strategy to become the market leader through innovations and service excellence. As a Data Warehouse Developer, you’ll take a critical part in developing & maintaining our large-scale data environments that will be valuable for our main users to generate business insights, decision-making, deep analysis, and even data science products. You’ll have the opportunity to work with multiple cross-functional teams, such as product managers, BI analysts, product engineers, finance managers, marketers, IT security experts, etc. You’ll also have the opportunity to flex your Data Warehouse core skills, such as SQL, data modelling, data architecture, data governance, and data engineering, in a large-scale environment. One of our core values is a growth mindset. We’ll ensure that you learn a lot on this journey, which will be good for your career growth in the future. About the Team Our Data Warehouse team is based in Jakarta, Bangalore & Gurgaon. Working alongside stakeholders, we are predominantly concerned with utilising and translating data into critical information that can be used to make sound business decisions. This includes gathering any new data points, and working closely with various business teams to capture, connect, and convert any data changes into useful knowledge in guiding our next steps to create a meaningful business impact. Our team works hard but plays hard, too. We mean the latter in a literal sense because we're a team full of musicians! We have 2 pianists, 1 guitarist, 1 drummer, more than 2 male singers, 1 female singer, 1 Rockstar, and 1 dangdut singer (yes, you read it right ). So, you best believe that we have several karaoke nights together! Even if you aren't musically inclined, no fear. We love bonding over card games (Werewolf is a team favourite) and even hosting mini-talent shows for our own entertainment. Join us and show your hidden skills! Handle an end-to-end data pipelines from heterogeneous input and output for analytical purposes. | Design and implement scalable data models and architectures based on data types and use cases. | Responsible for managing a single version of truth and turning data into critical information and knowledge that can be used to make sound business decisions | Monitor data quality, implement governance practices, and address data issues promptly. | Define clear and well-scoped requirements documents, including specs and workflows, that are easily understood by technical and non-technical audiences. | Work with data stakeholders (Product managers, product/business analysts, and product engineers) to ship data warehouse features and improve data products. | Contribute to the product strategy and execute the prioritized roadmap. | Mentoring & develop junior team members in the team | Have at least 4 years experience in data environment as Data Warehouse Developer | Advanced in SQL and data warehouse concepts | Advanced in more than one programming language, especially Python or Go or Java | Have experiences working with batch / real-time data processing, data modeling concepts, and implementation | Have experiences working in GCP data environment such as GCS & BigQuery | Analytical and data-driven, you love digging into the data to understand what’s happening and define & measure success on every project | Strong communication skills to collaborate with cross-functional teams."
Dies Manufacturing Development Engineer,PT Astra Honda Motor (Head Office),"Peran dari Consumer Insight Analyst adalah mengumpulkan, menganalisa, dan melaporkan sumber data yang tersedia dari konsumen, kemudian diimplementasikan kedalam tujuan bisnis perusahaan. Data yang diperoleh juga digunakan untuk melacak dan menganalisa semua aspek yang mempengatuhi kondisi pasar yang kemudian dimanfaatkan untuk proses pengembangan produk dan upaya pengembangan bisnis perusahaan. 1. Melakukan identifikasi format data, tipe data, dan sumber data serta kategorisasi dan standardisasi data 2. Mengakses/membaca data yang ada di dalam database/big data dengan menggunakan bahasa pemrograman (SQL atau sejenis) 3. Melakukan statistic exploratory dengan menggunakan bahasa pemrograman (Phyton dan/atau R-Programming) 4. Menerjemahkan data dan insight ke dalam bentuk visual atau grafik yang komunikatif, mudah, menarik dan efektif sehingga menghasilkan actionable insight 5. Melakukan pengelolaan terhadap hasil riset (research data management) 6. Bekerja sama dengan pihak internal (divisi/departemen terkait) dan/atau eksternal (research agency, jaringan AHM) dalam mengembangkan predictive modelling 7. bekerja sama/membantu Research & Market Analyst dalam melaksanakan studi/riset yang cepat, akurat, dan komprehensif 1. Telah lulus/semester akhir S1 jurusan Statistika / Teknik Informatika / Teknik Industri / Sistem Informasi / Ekonomi 2. IPK min 3,00 3. Usia maksimal 27 tahun 4. Memiliki pengetahuan dan pemahaman yang baik mengenai riset pasar, produk, dan konsumen otomotif (khususnya roda dua) 5. Memiliki keahlian statistik terapan yang baik, berorientasi pada data, serta keterampilan/kemampuan yang tinggi dalam pengolahan, analisis, dan interpretasi data 6. Menguasai bahasa pemrograman Excel (advanced-level), Power Query di Spreadsheet, dan Minitab/SPSS/Eviews dan/atau sejenis 7. Memiliki kemampuan mengolah SQL (bahasa pemrograman yang digunakan dalam mengakses/membaca dan mentransformasikan data) 8. Menguasai bahasa pemrograman Phyton (untuk data crawling, cleaning, modelling, dan constructing analysis) dan/atau R-Programming (untuk statistical analytics tools, modelling, dan hypothesis testing) 9. Memiliki keterampilan yang tinggi dalam visualisasi data dan pembuatan laporan studi/riset yang komunikatif, mudah, menarik dan efektif 10. Good team player, strong will, coriuous, creative, self starter, and fast learner 11. Lebih disukai yang lancar dalam bahasa Inggris (lisan dan tulisan) 12. Lebih disukai yang memiliki kemampuan komuniasi/presentasi yang baik"
Data Enabler,PT XL Axiata Tbk,"Data Enabler (DE) will be responsible for assessing business requirements and executing data transformation processes to ensure data from multiple sources is integrated into a standard, consistent and unified view for analysis and decision-making purposes in order to meet identified business objectives and ultimately support XL Axiata's core business operations. DE will be working with cross-divisional teams such as Solution Architects, Analytics & AI team, Core and IT System team, Data Governance and Privacy team, and Business Units to build scalable data pipelines to support prioritized initiatives, task force, and business-as-usual (BAU) data deliveries. The scope of work of a DE includes Data Profiling, Data Mapping, Data Integration, Data Transformation, Data Quality Assurance, Data Documentation, Analysis and Reporting. Requirements :  5+ years' experience in data engineering. | Experience designing data pipelines, integration, metadata, and master data management. | Experience implementing cloud solution, big data strategies, data integration framework, and best practices in practical ways. | Technical competency and experience working with:
AWS: S3, Athena, Redshift, EMR, Lambda, Glue
Data Platform: Snowflake
Code Languages: Python, Java, REST API, Ab Initio (optional) or similar tooling for data engineering & big data.
Operating Systems: Unix, RedHat, Linux
Network Protocol: SCP, SFTP, FTP, SSH
Format Messages: Text, XML, JSON, Protobuf, ASN.1
Relational Databases: MySQL / PostgreSQL
CI/CD Tool | AWS: S3, Athena, Redshift, EMR, Lambda, Glue | Data Platform: Snowflake | Code Languages: Python, Java, REST API, Ab Initio (optional) or similar tooling for data engineering & big data. | Operating Systems: Unix, RedHat, Linux | Network Protocol: SCP, SFTP, FTP, SSH | Format Messages: Text, XML, JSON, Protobuf, ASN.1 | Relational Databases: MySQL / PostgreSQL | CI/CD Tool | Ability to communicate and influence at leadership level with gravitas and conviction. | Ability to explain complex concepts and present integrated data to the non-technical stakeholders. | Ability to embrace and adapt changes in a dynamic environment. | Experience in telecommunication is highly desirable."
18. DATA ANALYST,PT Yamaha Motor Electronics Indonesia,REQUIREMENT :: JOB DESCRIPTION :: REQUIREMENT : JOB DESCRIPTION : More S1 Statistika / Manajemen / Komputer | Mampy beradaptasi & bekerjasama dalam tim | Memiliki kemampuan komunikasi yang baik | Memahami ruang lingkung otomotif sepeda motor | Mahir menggunakan Ms. Office | Pembuatan laporan POLREG | Membuat Laporan Leasing | Membuat Rekap Price Condition yamaha dan competitor | Memasukan data POLREG & Strategic Meeting ke server | Membuat data-data dan bahan-bahan Meeting pimpinan | Melakukan survey marketing | Membantu MTP sales dan data-data yang dibutuhkan pimpinan
Data Engineer Team Lead,PT Bank Amar Indonesia,"Data Architecture and Engineering:: Business Collaboration and Strategy:: Data Governance and Security:: Technical Leadership and Mentorship:: Performance Optimization and Innovation:: Documentation and Reporting: Please click APPLY through this link : APPLY: Please click APPLY through this link : APPLY Bachelor’s degree in Computer Science, Information Technology, Data Science, or a related field. | Having 5-8 years of experience in data engineering, with a proven track record of leading data engineering projects on Google Cloud. | At least 2 years of experience in team management is required. | Strong technical expertise in Google Cloud services (BigQuery, Dataflow, Pub/Sub, etc.) and data processing frameworks. | Experience in data modeling, ETL/ELT processes, and building real-time and batch data pipelines. | Demonstrated ability to work with business stakeholders, translating technical language into business insights and ensuring data solutions support business needs. | Knowledge of the banking or financial services industry is highly desirable. | Proficiency in SQL, Python, or other relevant programming languages. | Strong understanding of data governance, privacy standards (e.g., GDPR), and compliance frameworks. | Excellent communication skills and ability to collaborate effectively across departments. | Data Architecture and Engineering: | Maintaining existing design and ensuring the reliability of entire company pipelines on track with SLA. It is possible to redesign the architecture based on the results of the evaluation. | Optimize data storage solutions, including BigQuery, Dataflow, and other cloud-native services, to ensure efficient and secure handling of large datasets. | Business Collaboration and Strategy: | Work closely with business stakeholders to gather requirements, translate business needs into technical solutions, and ensure that data infrastructure supports key business objectives. | Partner with product teams, marketing, finance, and other departments to drive data-driven decision-making across the bank. | Data Governance and Security: | Ensure the data infrastructure complies with regulatory requirements and internal security standards, with a particular focus on data integrity, privacy, and governance. | Establish best practices for data quality, consistency, and accessibility across the organization. | Technical Leadership and Mentorship: | Provide guidance to the data engineering team, ensuring adherence to best practices in cloud architecture, data modeling, and pipeline development. | Mentor junior engineers and foster a culture of continuous learning and innovation within the team. | Performance Optimization and Innovation: | Continuously monitor and improve data processing performance, scalability, and cost-effectiveness. | Stay abreast of emerging trends and technologies in data engineering, recommending tools and practices that align with the bank's evolving needs | Documentation and Reporting | Maintain detailed documentation of data pipelines, workflows, and architecture to ensure transparency and audit-readiness. | Produce regular reports on data platform performance and provide insights on how data solutions are driving business outcomes."
Machine Learning Engineer,Devoteam,"Company Description: Company description: Job Description:  Machine Learning Engineer : Qualifications: Additional Information: Education and Experience: Company Description Company description Devoteam is a leading consulting firm focused on digital strategy, tech platforms, and cybersecurity. By combining creativity, tech, and data insights, we empower our customers to transform their business and unlock the future. With 25 years’ of experience and 8,000 employees across Europe and the Middle East, Devoteam promotes responsible tech for people and works to create better change. #Creative Tech for Better Change Devoteam has launched in January 2021 its new strategic plan, Infinite 2024, with the ambition to become the #1 EMEA partner of the leading Cloud-based platform companies (AWS, Google Cloud, Microsoft, Salesforce, ServiceNow), further reinforced by deep expertise in digital strategy, cybersecurity, and data. Job Description The Machine Learning Engineer will be responsible for the following activities: Qualifications Additional Information Education and Experience Status: Full-Time Duration: - Beginning date: August 2024 The Devoteam Group is committed to equal opportunities, promoting its employees on the basis of merit and actively fighting against all forms of discrimination. We believe that diversity contributes to the creativity, dynamism, and excellence of our organisation. All our positions are open to people with disabilities. interpret our customers’ needs, and extract value from their data using GCP and its suite of tools | be involved in pre-sales activities as well as building upon our customers’ cloud infrastructure, creating analytics in the cloud | advocate for Google Cloud Platform and all of its products: Vertex AI, Cloud SQL, BigQuery, etc. | understanding the customer's requirements and suggesting a product or service accordingly | demonstrating the product and services | develop new products or integrations as required | undertake such duties and exercise such powers in relation to the Group Companies and its business as the Board shall from time to time assign to or vest in him; | in the discharge of such duties and in the exercise of such powers, observe and comply with all resolutions, regulations and directions from time to time made or given by the Company or the Board; | unless prevented by ill health or accident, devote so much of his time and attention and ability to the discharge of his duties hereunder; | in pursuance of his duties hereunder perform such services for any Group Company and accept such offices in such Group Company as the Board may from time to time reasonably require; and | BA/BS in Computer Science or related technical field, or equivalent experience | Experience in one or more development languages, such as Java, Python, Go, PHP or similar | Experience in drawing UML diagrams | Enjoys programming in a test driven, agile methodology | Expert knowledge of database and data analysis technologies, including relational and NoSQL databases, data warehouse design, BI reporting and dashboard development | Experience in Hadoop Ecosystems | Bachelor’s degree in Engineering required. | Two years of related experience is highly preferred. | Experience in AI ML for IoT is highly preferred. | One professional certifications in GCP (within 3 months after joining)."
Data Engineer,Devoteam,"Company Description: Job Description: Data Engineer: Qualifications: Additional Information: Education and Experience: Company Description Devoteam is a leading consulting firm focused on digital strategy, tech platforms, and cybersecurity. By combining creativity, tech, and data insights, we empower our customers to transform their business and unlock the future. With 25 years’ of experience and 8,000 employees across Europe and the Middle East, Devoteam promotes responsible tech for people and works to create better change. #Creative Tech for Better Change Devoteam has launched in January 2021 its new strategic plan, Infinite 2024, with the ambition to become the #1 EMEA partner of the leading Cloud-based platform companies (AWS, Google Cloud, Microsoft, Salesforce, ServiceNow), further reinforced by deep expertise in digital strategy, cybersecurity, and data. Job Description The Data Engineer will be responsible for the following activities:  Qualifications Additional Information Education and Experience Status: Full-Time Duration: - Beginning date: December 2024 The Devoteam Group is committed to equal opportunities, promoting its employees on the basis of merit and actively fighting against all forms of discrimination. We believe that diversity contributes to the creativity, dynamism, and excellence of our organization. All our positions are open to people with disabilities. Work closely with data architects and other stakeholders to design scalable and robust data architectures that meet the organization's requirements | Develop and maintain data pipelines, which involve the extraction of data from various sources, data transformation to ensure quality and consistency, and loading the processed data into data warehouses or other storage systems | Responsible for managing data warehouses and data lakes, ensuring their performance, scalability, and security | Integrate data from different sources, such as databases, APIs, and external systems, to create unified and comprehensive datasets. | Perform data transformations and implement Extract, Transform, Load (ETL) processes to convert raw data into formats suitable for analysis and reporting | Collaborate with data scientists, analysts, and other stakeholders to establish data quality standards and implement data governance practices | Optimise data processing and storage systems for performance and scalability | Collaborate with cross-functional teams, including data scientists, analysts, and business stakeholders, to understand data requirements and deliver solutions | Programming Skills: Proficiency in programming languages such as Python, Java, Scala, or SQL is essential for data engineering roles. Data engineers should have experience in writing efficient and optimized code for data processing, transformation, and integration. | Database Knowledge: Strong knowledge of relational databases (e.g., SQL) and experience with database management systems (DBMS) is crucial. Familiarity with data modeling, schema design, and query optimization is important for building efficient data storage and retrieval systems. | Big Data Technologies: Understanding and experience with big data technologies such as Apache Hadoop, Apache Spark, or Apache Kafka is highly beneficial. Knowledge of distributed computing and parallel processing frameworks is valuable for handling large-scale data processing. | ETL and Data Integration: Proficiency in Extract, Transform, Load (ETL) processes and experience with data integration tools like Apache NiFi, Talend, or Informatica is desirable. Knowledge of data transformation techniques and data quality principles is important for ensuring accurate and reliable data. | Data Warehousing: Familiarity with data warehousing concepts and experience with popular data warehousing platforms like Amazon Redshift, Google BigQuery, or Snowflake is advantageous. Understanding dimensional modeling and experience in designing and optimizing data warehouses is beneficial. | Cloud Platforms: Knowledge of cloud computing platforms such as Amazon Web Services (AWS), Microsoft Azure, or Google Cloud Platform (GCP) is increasingly important. Experience in deploying data engineering solutions in the cloud and utilizing cloud-based data services is valuable. | Data Pipelines and Workflow Tools: Experience with data pipeline and workflow management tools such as Apache Airflow, Luigi, or Apache Oozie is beneficial. Understanding how to design, schedule, and monitor data workflows is essential for efficient data processing. | Problem-Solving and Analytical Skills: Data engineers should have strong problem-solving abilities and analytical thinking to identify data-related issues, troubleshoot problems, and optimize data processing workflows. | Communication and Collaboration: Effective communication and collaboration skills are crucial for working with cross-functional teams, including data scientists, analysts, and business stakeholders. Data engineers should be able to translate technical concepts into clear and understandable terms. | Bachelor’s degree in Engineering required. | Minimum Two years of related experience is highly preferred. | Two certifications in GCP (within 3 months after joining)."
Data Analyst,Sedekah Rombongan,"Persyaratan minimum:: Tersedia jam fleksibel | Diperlukan 1 tahun pengalaman kerja yang relevan untuk posisi ini | Pelamar harus memiliki KTP | Tanggal mulai kerja: 28 October 2024 | Gaji yang diinginkan: Rp1,800,000 - Rp2,500,000 per bulan"
