Title,Company,Description
Business Analyst,PT Lentera Bangsa Benderang,"Business Analyst: insurance sector: Key Requirements:: Join our client's team as a Business Analyst and work on cutting-edge projects that influence the insurance sector. In this role, you will collaborate with a creative and skilled team to build responsive and efficient applications. You'll have the opportunity to make significant contributions to our product's frontend, ensuring a seamless and engaging user experience.
  Key Requirements: Have 2-3 years of experience as a Business Analyst | Minimum Bachelor's degree | Ability to create Business Requirement Specifications (BRS) and User Acceptance Testing (UAT) scenarios, as well as conduct testing | Understanding of the Software Development Life Cycle (SDLC) | Ability to communicate effectively with users | Experience with IFRS (preferred) | Have good communication skills"
HRIS Staff,PT EXEDY Manufacturing Indonesia,"Qualification :: Automotive industry: Job Responsibilities:: Qualification : Job Responsibilities: Bachelor of System information, Industrial Engineering, Information Engineering | Minimum 2 years of experience as  HRIS staff from Automotive industry | Fluent in English, both spoken and written. | Familiarity with statistical analysis software is a plus.  | Strong analytical and planning skills | Good knowledge of development, payroll system and software | Manage and maintain employee document, includ personal information, employment history, training records, and other details using HRIS software. | make reports and analyze HR data | Identify areas for process improvement within HR functions, recommending solutions to enhance efficiency and effectiveness. | Implementation and maintenance of HR information systems (HRIS)"
Implementor Odoo,PT Electronic Data Interchange Indonesia (Member of Pelindo),"Kualifikasi:: WFO di Sunter, Jakarta Utara: Deskripsi Pekerjaan:: Kualifikasi:   Deskripsi Pekerjaan: Pendidikan Minimal D3 atau S1 di bidang Teknologi Informasi, Sistem Informasi, atau bidang terkait. | Memiliki pengalaman kerja minimal 2 tahun sebagai Implementor Odoo. | Mahir menggunakan Framework Odoo versi 8 atau lebih baru. | Memahami aspek fungsional dan teknis Odoo. | Mahir dalam penggunaan Database PostgreSQL. | Memiliki kepribadian yang baik, rajin, dan teliti | WFO di Sunter, Jakarta Utara | Join ASAP | Melaksanakan implementasi modul Invent2 di pelanggan EDII mulai dari tahap assessment/gathering requirement hingga Go Live. | Melakukan modifikasi modul Invent2 jika diperlukan | Berkolaborasi dengan tim Invent2 melalui sharing knowledge dan pengalaman untuk meningkatkan pemahaman dan penerapan sistem. | Menangani dukungan teknis terkait Odoo, termasuk troubleshooting dan penyelesaian masalah yang dihadapi oleh pengguna. | Mampu membuat dan mendefinisikan tugas untuk tim programmer terkait desain dan pengembangan sistem."
Data Engineer,PT. LUNA BOGA NARAYAN (Kopi Janji Jiwa),"Design, develop, and maintain a robust and efficient data architecture for Data Lake/Data Warehouse | Design, develop, and maintain data workflows (data pipelines) to flow data efficiently for ETL Data process | Ensure data quality and consistency by implementing data testing, validation and cleansing for ETL Data process | Troubleshoot and monitor data pipelines to have high availability of error | Explore new technologies to design data modeling scenarios, transformations and provide optimal data engineering solutions | Create and maintain ETL Data process documentation & definitions, including data dictionaries and process flows | Having experience using Data Modelling, ETL process, and Big Data Technologies, Data Lake and/or Data Warehouse architecture, Proficienct and experience in SQL and/or NOSQL is a must, experience in one or more programming language (Java, Scala, Python, etc)"
IT System Analyst (Sales & Distribution Module),Erajaya Group,"Job Description:: Job Qualification:: ERP Business Process (Procurement, Sales, Inventory Distribution, Finance AR/AP, POS).: Willing to work 100% from office at Erajaya Gedong Panjang, Jakarta Barat: Job Description: Job Qualification: Responsible for supporting and delivering the ERP solution for users. | Analyze and understand systems processes and business requirements, and translate them to system design. | Configure/customize the application to facilitate designated processes and transaction flow, including interface programs. | Create and execute design specifications, documentation, testing, and implementation in accordance with the project development methodology, change management, and release processes. | Support and advise users in the implementation of new systems, processes, and enhancement. | Develop, maintain and deliver training and documentation to users. | Monitor and evaluate new software releases /patches and make the appropriate recommendations. | Bachelor's degree in one of the following fields: Computer Science, Information Systems, Industrial Engineering, and related degree. | Preferable candidates that have some experience in the business processes in retail, logistics, and distribution. | Required skill(s): ERP Business Process (Procurement, Sales, Inventory Distribution, Finance AR/AP, POS). | Have experience in SQL or Oracle SQL | Min. 3 years (s) of working experience in the related field is required for this position. | Strong analytical skills, self-motivated, team oriented, and willing to work hard to get the job done within the deadline. | Willing to work 100% from office at Erajaya Gedong Panjang, Jakarta Barat"
Economist Analyst,PT Wahana inti Narendra,"Economist Analyst: Kualifikasi: Kami adalah perusahaan yang bergerak dibidang Penyedia tenaga alih daya, saat ini salah satu klien kami yang berlokasi di Jakarta Pusat dari Industri perbankan, sedang membutuhkan Economist Analyst dengan detail sebagai berikut : Kualifikasi Pendidikan minimal S2 dengan IPK minimal 3.00 (WAJIB) | Lulusan dari Ilmu Ekonomi , bidang Moneter dan keuangan akan lebih disukai | Memiliki pengalaman sebagai analis data minimal 1 tahun | Wajib memiliki pengalaman sebagai data analis dibidang Ekonomi Moneter / Keuangan / Sistem pembayaran / Pasar Modal / Data Analis Keuangan / Perbankan / Macro Ekonomi | Wajib memiliki sertifikat dibidang Data analis perbankan yang diakui secara international (Chartered Financial Analyst (CFA) / Certified Financial Risk Manager (FRM) / Certified Credit Risk Analyst (CCRA) / Certified Banking & Credit Analyst (CBCA) / Data Science in Finance (CFI)  dan lainnya yang relevan | Wajib Mahir dalam Ms Excel dan Word"
Claim Analyst (Medical Doctor),PT Prudential Life Assurance,"Responsibilities:: Analyze hospitalization and non-hospitalization claim based on policy provision and medical necessity, including investigation to hospital and/or treating doctors, if needed | Calculating the hospitalization claim based on the provision policy and benefit plan of the insured.  | Improvement of product and system knowledge | Do proper claim process analysis based on the claim’s guideline and policy provision | Addressing medical inquiries and questions from agents | Maintain and improvement service standard | Handling complaint and error monitoring | Have a Medical Doctor degree with minimal 3.00 GPA | Have sufficient communication and interpersonal skills both in Indonesian and English. | Have a good personality and work attitude and be able to work together in a team. | Action-oriented and customer oriented | Computer literate: word, excel, visio and power point applications"
System Analyst,PT Lawencon Internasional,"Job Requirements::   Job Requirements: Collecting, analyze requirements and confirm the functional requirements of the system to be developed | Prepare documentation related to system development in accordance with the applicable SDLC, including but not limited to FSD, TSD, Database Relationship Diagrams, Sequence Diagrams, Application Architecture Diagrams and other required documentation | Coordinate and communicate effectively with the internal developer team, vendors and related parties | Work closely with the team concerned to ensure application development goes as planned | Coordinating with business units, vendors and related parties in the process of clarifying the functions of the system being developed | Provide support regarding the preparation and execution of tests, including in the preparation of test scenarios and test scripts | Assisting the Project Manager in preparing the required project documentation | Assisting companies in analyzing operational risk from a functional point of view | Bachelor’s degree in computer engineering or computer science or any related studies | Proven work experience as a system analyst minimum 3 years | At least 1 year of working experiences as programmer | Experience with software development, creating FSD, TSD, Database Relationship Diagram, Sequence Diagram, Application Architecture Diagram and other required documentation | Strong knowledge of business information system | Required Skill(s): SDLC, Solution Architecture, Software Development in one of these programming language (Java, PHP, Full stack, ASP.net, .NET, Visual Basic, C#, Android, Frontend) | Familiar with MVC, OOP, UML, FSD, TSD, UAT, Software Testing, | Familiarity with Enterprise application platform using .NET/Java/PHP & BI | Preferably have experience in Banking, Insurance, Finance | Having experience as Integration Analyst will likely be processed faster:
Analysis of surrounding needs (Requirements stage)
Create integration & technical flow specifications (Development Stage)
Create data preparation and debugging (Testing Stage)
Become a coordinator during the migration process, starting from documents to production testing (Migration Stage) | Analysis of surrounding needs (Requirements stage) | Create integration & technical flow specifications (Development Stage) | Create data preparation and debugging (Testing Stage) | Become a coordinator during the migration process, starting from documents to production testing (Migration Stage) | Ability to explain technical details | Excellent analytical skills | Good English proficiency, especially in writing | Fast learner, good problem solving, teamwork and analytical skills"
Data Engineer,PT Multipolar Technology Tbk,"Scope of Work:: Requirements:: Scope of Work: Requirements: Involved in gathering users’ requirement, analysing and designing data warehouse model according to the requirements. | Creating and developing ETL process related to the Data Warehouse. | Perform Test and Validate all data flows to ensure the system runs smoothly. | Assist in developing BI reporting and analytics solutions. | Prepare Documentation for testing and technical specification  | Bachelor degree from Information System, Computer Science, Information Technology, Statistics, Mathematics, or another qualitative field. | Fresh Graduated are welcome with minimum GPA 3.00 | Must have a strong knowledge of SQL, data warehousing, and big data concepts. | Experience with one or more Database Engine: MS SQL, Postgres, DB2, etc. | Experience with ETL Tools: Microsoft SSIS, Talend, Datastage, etc. | Have background in Big Data Tools: Cloudera, Hadoop, Kafka, Spark, etc.  | Have background knowledge in Data Science is a plus. | Have a strong analytical skills, self-motivated, resourceful and creative problem solver. | Able to work in a tight deadline, under minimum supervision and team work player. | Placement at Lippo Karawaci – Tangerang."
"Senior Specialist Grants, Charitable Giving & Internship",PT Amman Mineral Nusa Tenggara,"Some of your duties will include:: What skills and experience do you need?: Some of your duties will include:   What skills and experience do you need? Responsible for planning, budgeting, and managing of company’s grants, donation and charitable giving, internship and research, and ensure its distribution answers to the company’s Social Impact vision, mission, and objectives. | Provide company’s grant, donation and internship/research annual planning, budgeting, monitoring evaluation and reporting. | Organized regular donation committee meeting, preparing all administration preparation, presentation until approval process, including working with other department for reference and recommendation. | Responsible in executing all approved company’s grants, donation fund, internship/research and administration required in accordance with the grants, donation and internship/research policy and procedure. | Ensure grants, donation and charitable giving, internship and research are delivered to intended party and recorded as well as reported according to regulations and company rules. | Working with relevant department, such as Training Department for Internship, and Security for delivery | Working across Social Impact (SI) Department and External Relation Department in receiving, studying, evaluating, and responding to the requests for funding and internship/research submitted to the SI department and leads the consultation within the peer committee led by the Social Impact Senior Management. | Advises and monitors community issues and social cultural programs as part of Social Impact programs to provide recommendations on the truthfulness and impactfulness of requests for funding submitted to the department. | Coordinate efforts between departments within the organization to avoid duplication of efforts with respect to community programs and social / public good supported by the organization. | Working with Planning and Evaluation team to monitor and evaluating all the grants program to see the program impact to the community. | Reporting and summarizing all spending and activities related to grants, donation and charitable giving with adequate supporting documents. | Prepare budget based on scope of work and resource requirements. | Track project costs to meet budget. | Develop and manage a detailed project schedule and work plan. | Utilize industry best practices, techniques, and standards throughout entire project execution. | Work with relevant unit to monitor and evaluate progress and make adjustments as needed. | Measure project performance to identify areas for improvement.ng all grant and donation programs. | Bachelor’s degree in business, communication, development studies, education or related discipline with 7 years’ experience in Mining Industry; | At least 7 years of work experience in grant and charitable making program, preferably in the community development sector and grant management activity; Preferred high interest and passion on community development; Specialized grant, donation and any social charity activities; | Understand relevant laws and regulations related to role; Highest commitment to integrity to guide actions and decisions; Good project management skills and able to run multiple projects at the same time; Expertise in best practice tools to assess and quantify successful grants and donations programs; | Having good analytical skills especially for grant proposal analysis and provide recommendation for senior management approval; Able to serve as a good grant administrator, implementor and providing grant implementation reporting system; Able to communicate and coordinate internal and external resources to achieve its targets; Excellent problem solving skills, self-motivated, and strong analytical thinking; | Good English comprehension Fluent in English speaking and writing skills, especially writing a report and a success story from the programs; | Good presentation skills and able to provide ppt in English; | Computer literate (computer skills and familiarity with Business Software, Microsoft Office and Database Management); Has data analytical skill will be desirable."
Staff Data Analyst,PT Lavalen Inter Nasional,"Kualifikasi : : Tugas & Tanggung Jawab :: Kualifikasi :      Tugas & Tanggung Jawab :       Usia maksimal 30 tahun. | Pendidikan D3 / S1 Ilmu Komputer/Matematika/Statistik | Bepengalaman sebagai Analis minimal 1 th | Menguasai alat & teknologi yang umum digunakan dalam analisis termasuk SQL &  Phyton  | Menguasai statistik, basis data dan menggunakan machine learning untuk pengenalan pola dan kemampuan visualisasi data | Keterampilan berpikir kritis dan memperhatian detail. | Mempunyai kemampuan analisis dan pemecahan masalah. | Mengekstrak data primer dan data sekunder ke berbagai tools | Mempelajari teknik dan metode statistik untuk menganalisis data secara visual dengan efektif, meliputi grafik diagram dan visualisasi interkatif. | Mengembangkan data dan memelihara database  | Mengumpulkan dan menganalisis data – data yang diperlukan oleh perusahaan  | Membuat laporan hasil analisis data dan informasi menjadi rekomendasi untuk membuat keputusan strategi Perusahaan."
Business Analyst Executive (President Director's Office),PT Merdeka Copper Gold Tbk,"PT Merdeka Copper Gold Tbk: Job Summary:: Responsibilities:: Qualifications:: Proficient in good communication skills in both oral and written in English & Mandarin: PT Merdeka Copper Gold Tbk produces metals and minerals that are essential for the advancement of human life. As an Indonesian metal and mineral mining holding company headquartered in Jakarta, Merdeka explores, extracts, and produces gold, silver, copper, and other minerals through subsidiaries across three islands in Indonesia.

Established in 2012, Merdeka became a public company in 2015 with the stock code MDKA. Merdeka is owned by prominent shareholders, including PT Saratoga Investama Sedaya Tbk, PT Provident Capital Indonesia (through PT Mitra Daya Mustika and PT Suwarna Arta Mandiri), and Garibaldi Thohir.   Job Summary:  The Business Analyst Executive will play a critical role in supporting the President Director by providing data-driven insights, strategic recommendations, and operational analysis. This position requires a proactive individual who can effectively support all President Director’s day-to-day schedule to ensure all the company’s initiatives are well delivered.   Responsibilities:   Qualifications: Provide the information and data as needed by the President Director. | Develop material in monthly and quarterly strategic meetings (e.g., BOC, BOD, or Board Forum meeting). | Efficiently manage the CEO’s schedule, organize meetings, handle communications, prepare necessary materials, and act as the CEO’s representative. | Completes a broad variety of administrative tasks for the President & CEO including managing an extremely active calendar of appointments; completing expense reports; composing and preparing correspondence that is sometimes confidential; arranging complex and detailed travel plans, itineraries, and agendas; and compiling documents for travel-related meetings | Act as a liaison between the President Director’s office and various departments, fostering collaboration and effective communication to follow up few initiatives according to the company’s prioritization. | Took the role of personal contact when the leader is not available. | Develop and maintain dashboards and reports to track key performance indicators (KPIs). | Lead cross-functional projects, ensuring timely delivery and adherence to strategic goals. | Facilitate project meetings, documenting progress and providing updates to the President Director. | Prepare presentations and reports for the President Director and other stakeholders, translating complex data into clear and concise narratives. | Bachelor’s degree in Finance, Economics, Business Administration, or a related field | 3+ years of progressive experience in business analysis, Audit, Consulting, or a related role, | Proficient in good communication skills in both oral and written in English & Mandarin | Ability to manage multiple projects simultaneously and meet tight deadlines | Strong analytical skills with the ability to interpret complex data and derive meaningful insights. | Excellent communication and presentation skills, with the ability to convey information effectively to diverse audiences. | Comfortable coordinating and managing internal and external stakeholders under pressure, protective of sensitive information; | Ability to work independently and collaboratively in a fast-paced environment."
Regulatory Reporting Specialist,PT CIMB Niaga Tbk,"Job Description:: Requirements:: Job Description:   Requirements: Conduct analysis related to GL Outages on branch-related financial data and records  | Reporting on the results of monitoring the recording and financial data related to branch outages such as GL Tracking Large Cash, GL Tracking ATM/CRM, CDM, MMU/TMM Related, Intersystem BDS, Intersystem BDS Cash, Intersystem ETP, Intersystem PPI, and BDS Off Set.  | Following up on open items related to recording and financial data related to branches, namely GL Tracking Large Cash, GL Tracking ATM/CRM, CDM, MMU/TMM Related, Intersystem BDS, Intersystem BDS Cash, Intersystem ETP, Interystem PPI, and BDS Off Set.  | Providing advice to branches regarding the resolution of Branch GL Outages | Bachelor degree in Accounting  | Experience in banking or financial services | Proficient in using Ms. Office (Excel, Word, Powerpoint) | Good communication and interpersonal skill | Hybrid working | Willing to be placed in Menara Sentraya - Blok M"
MINE ENGINEERING GROUP LEADER DATA CONTROLLER / MINE ANALYST,PT Timur Satria Perkasa,"Kualifikasi: 1. Usia Maks 35 tahun
2. Pendidikan S1 Teknik pertambangan / geologi
3. Minimal 2 tahun pengalaman di posisi yang sama
4. Memiliki kemampuan yang baik dalam mengoperasikan komputer beserta softwarenya ( Microsoft Office dan Software Mining )
5. Memiliki kemampuan analisis yang baik
6. Bersedia ditempatkan di Jobsite remote area"
Staf Operasional Pangkalan Data,Paramount Enterprise,"Tugas dan Tanggung Jawab:   Kualifikasi: Mengoperasikan pangkalan data | Mengoperasikan Siakad | Mengoperasikan PDDikti, Neo Feeder, Sister, dan website | Min. pendidikan S1 | Memiliki pengalaman kerja sebagai pangkalan data min. 1 tahun | Mampu mengoperasikan Ms. Office | Mampu membuat master data dalam bentuk Ms. Excel | Memahami bahasa pemrograman | Memiliki kemampuan komunikasi yang baik | Bersedia ditempatkan di Gading Serpong, Tangerang"
IT DATABASE ADMINISTRATOR,PT Prawathiya Karsa Pradipta,"Candidate must possess at least a Bachelor's Degree in  Information Technology or Computer Science major | ⁠Special skill(s): Oracle, PostgreSQL, MySQL, Database Administration, Performance tuning, Disaster Recovery, High Availability, AlwaysOn, SSIS, AWS Cloud Computing | ⁠Must troubleshoot database issues and deliver enhancement to maintain the data integrity | ⁠Must be database tuning and optimization by managing index, transaction log, and data archiving | ⁠Must be database installation, migration, version upgrade, service pack update, data processing setup | ⁠Maintaining database standard policy, credentials, privileges, and data restrictions to ensure data security and protection | At least 2 years of working experience in a related field  | ⁠Competencies – Problem solver, Quality Excellence, Initiative, Achievement, Analytical thinking, Integrity, Servicing with heart, Commitment and Loyalty to the organization"
System Analyst - IT Solution & Services - WFO - Jakarta,PT. PERSOLKELLY Recruitment Indonesia,"Requirements:: Qualifications:: PERSOLKELLY Indonesia is currently assisting one of our clients in the IT Services and Consulting sector for a System Analyst   Requirements:   Qualifications:   By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Indonesia and its local and overseas subsidiaries and affiliates collecting, using and disclosing your personal data to prospective employers/companies based in any country for purposes of evaluating suitability for employment, conducting reference checks, administering employment related services, complying with Government’s COVID-19 health advisories and such other purposes stated in our privacy policy. Our full privacy policy is available at www.persolkelly.co.id. If you wish to withdraw your consent, please drop us an email to let us know. Please feel free to contact us if you have any queries Bachelor's degree in Information Systems, Computer Science, Information Technology, or a related field. | A minimum of 2 years of working experience. | At least 3 years of experience in Application Development. | Basic knowledge of programming in Java, .NET, or PHP. | Ability to perform database queries. | Familiarity with Technical Specification Documents (TSD) or Business Requirement Documents (BRD). | Familiarity with ERP systems, including Oracle or SAP, is preferred. | Experience in creating application documentation from requirements to deployment. | Knowledge and experience in application implementation using the Scrum methodology. | Strong analytical and problem-solving skills. | Excellent communication and collaboration abilities. | Proactive attitude and a willingness to learn and adapt. | Ability to work independently as well as in a team environment."
Management Trainee - Credit Analyst,"PT. BFI FINANCE INDONESIA, Tbk","Melakukan analisa terkait kelayakan pengajuan kredit calon konsumen. | Memberikan data-data terkait kondisi bisnis cabang. | Memberikan masukan dan pertimbangan terkait bisnis di cabang. | Monitoring portofolio cabang. | Melakukan survey konsumen (bila diperlukan) | Laki-laki / Perempuan dengan usia maks. 27 tahun | Pendidikan min. S1 dengan IPK min. 3,00 Diutamakan Jurusan Akuntansi/Matematika/Statistik. | Berpengalaman / Lulusan baru | Teliti dan memiliki jiwa kepemimpinan | Bersedia ikatan dinas selama 2 tahun | Siap ditempatkan sesuai kebutuhan perusahaan."
Data Processing Executive,PT Kao Indonesia,"Responsibilities :: Requirements :: Candidate must possess at least a Bachelor's Degree from Information System, Informatics Engineering, or Statistics.: Having 1-2 experiences in market research data processing/analysis/tabulation.: Responsibilities : Requirements :     Using the ‘software’ to prepare and process survey data for tabulation. | Data cleaning and validating using the ‘software’. | Running bespoke project analyses for consulting groups. | To ensure all reporting and management requests are accurate and delivered on time. | Data analyze. | Candidate must possess at least a Bachelor's Degree from Information System, Informatics Engineering, or Statistics. | Excellent skills in Microsoft Excel, SPSS and programming experience (i.e. VBA, SPSS, Python)         | Having 1-2 experiences in market research data processing/analysis/tabulation. | Having excellent communication skills, analytical and numerical skills, problem solving, and interpersonal skills. | Strong initiative, negotiation skills, attention to detail. | Ability to deliver results, meet deadlines, and manage time effectively. | Having excellent customer focus and handling skills."
Finance Analyst,PT Duta Agro Makmur Indah,Tugas dan Tanggungjawab:: Kualifikasi:: Tugas dan Tanggungjawab:   Kualifikasi: Melakukan Analisa Keuangan | Membantu dan menyiapkan proses Akuisisi | Membantu proyeksi cashflow dan negotiate with bank | Mengontrol Project Akuisisi | Mengontrol Loan dan FU pembayaran | Melakukan Spesimen sesuai ketentuan Perusahaan | Memberikan laporan kepada Direktur Keuangan | Membantu administrasi Direktur Keuangan | Menjaga komunikasi dan hubungan baik dengan pihak Bank | Usia Maksimal 40th | Pendidikan S1 Ekonomi/Perbankan | Memiliki pengalaman 1th sebagai Spv/ 5th Sr. Staff di bidang FInance dan Perbankan | Memiliki pengalaman sebagai Auditor | Memiliki Komunikasi yang baik (Bahasa & Inggris) | Menguasai Excel
Business Analyst (Madiun),PT Bina Artha Ventura,"Tanggung Jawab Pekerjaan :: Kualifikasi:: Madiun.: Tanggung Jawab Pekerjaan : Kualifikasi: Pengelolaan Portfolio Pinjaman | Melakukan verifikasi terhadap dokumen KYC, memastikan bahwa klien tersebut benar benar ada, serta sesuai dengan kriteria kelayakan pinjaman Bina Usaha dan Bina Kios. | Mengirimkan aplikasi pinjaman ke Kantor Pusat untuk melakukan BI Checking. | Melakukan verifikasi terhadap evaluasi pinjaman yang telah dilakukan oleh Business Officer (BO) sebelumnya dan memastikan bahwa informasi yang digali Business Officer (BO) telah lengkap dan akurat. | Merekomendasikan jumlah (plafon) penyertaan modal kerja serta lama penyertaan (tenor) yang sesuai, kemudian mengajukan proposal pinjaman tersebut kepada Komite Kredit. | Melakukan evaluasi atau analisa ulang, bila Komite Kredit menyarankan hal itu. | Melakukan kunjungan monitoring pinjaman. | Pengembangan Sumber Daya Manusia | Mengarahkan Business Officer (BO) ketika di lapangan, terutama saat melakukan evaluasi pinjaman. | Membantu pelatihan para Business Officer (BO), berkoordinasi dengan divisi training. | Pelaporan pada Credit Manager / IL Prod Head di kantor Regional / Kantor Pusat | Membantu Branch Manager dalam pembuatan report mingguan dan bulanan. | Membantu dan bekerjasama dalam aktivitas di kantor cabang | Bila dibutuhkan, akan membantu pekerjaan Branch Manager. | Mendokumentasikan dan melaporkan feedback dari klien, yang berhubungan dengan fitur produk. | Tugas dan tanggung jawab lain jika disebutkan secara spesifik. | Minimal S1 dari semua jurusan | Pengalaman minimal 1 tahun sebagai Credit Analyst atau sebagai Senior Business Officer dari Banking atau Financial Industry | Mempunyai pengetahuan proses kredit | Mempunyai kemampuan analisa yang baik | Mampu mengoperasikan Excel dan aplikasi Microsoft Office. | Bersedia ditempatkan di wilayah Madiun."
Data Annotator - Transsion,PT Carlcare Service Ila,"Job Responsibilities: Qualifications: Job Responsibilities
As an AI linguistic Data Engineer in AI language research and development, and data production related positions, you will participate in the research and development of language rules, data collection, sorting and labeling, etc., to provide high-quality data support for our Machine Learning algorithms and models. You will work closely with our team and be responsible for completing the following main tasks:
1. Participated in the research and development of linguistic rules.
2. Collect, organize, and annotate language data for AI model training and optimization.
3. Focus on the learning and auxiliary formulation of specific link standards in data production; data labeling quality inspection, model effect evaluation; and training of labeling personnel.
4. Learn to understand AI-related business processes and algorithmic processes, including but not limited to automatic speech recognition , natural language processing, and Text To Speech.
5. Other business related work.

Qualifications
1. Bachelor degree or above, majoring in language or linguistics is preferred.
2. Solid foundation in theoretical linguistics, with a strong interest and passion for linguistic research, and a strong interest in applying linguistic knowledge to the industrial field.
3. Proficient in the target languages, with good listening, speaking, reading, and writing skills, able to accurately understand and express language characteristics.
4. Able to communicate in Chinese or English, familiar with Chinese is preferred.
5. Proficient in using Praat for audio analysis and annotation is preferred.
6. Proficiency in writing scripts in a language (such as python) for data processing is preferred.
7. Strong sense of responsibility and teamwork spirit, able to complete tasks on time."
Machine Learning,PT Caraka Komunika Indonesia,"Requirements :: Responsibilities :: Requirements :   Responsibilities : Bachelor Degree in Computer Science or any related field. | 2 years of experience in machine learning, software engineering, or DevOps. | Hands-on experience with machine learning frameworks(TensorFlow, PyTorch,etc). | Experience with cloud platforms (AWS, Azure, Google Cloud) and their ML services. | Familiar with containerization (Docker, Kubernetes). | Experience with model versioning and management tools (MLflow, DVC). | Knowledge of data privacy and security best practices. | Familiarity with Agile methodologies and practices. | Design, build, and maintain machine learning infrastructure and pipelines for face recognition and computer vision products. | Automate the deployment and monitoring of machine learning models in production. | Collaborate with Data Scientists and Software Engineers to integrate ML models into applications. | Implement Cl/CD practices for machine learning projects. | Monitor model performance and accuracy, addressing issues as they arise. | Ensure data quality and consistency across various stages of ML pipeline. | Manage and optimize cloud based ML services and resources. | Develop and maintain documentation for MLOps processes and best practices."
Product Analyst,PT HEJAZ FINANCIAL SERVICES,"Product Management Support:: New Product Development:: Data Analysis & Reporting:: Stakeholder Collaboration:: Compliance & Risk Management:: Key Skills and Competencies: Qualifications & Experience: Why Join Hejaz?: Key Responsibilities:  Product Analyst will support the management of existing Hejaz products, including Superannuation, investments, lending, and our fintech app. The role will also contribute to the development and launch of new products to ensure Hejaz maintains its competitive edge and continues to meet customer needs. Product Management Support: New Product Development: Data Analysis & Reporting: Stakeholder Collaboration: Compliance & Risk Management: Key Skills and Competencies Qualifications & Experience Why Join Hejaz? Assist in the day-to-day management and optimization of current products in Superannuation, investment, lending, and fintech. | Monitor product performance, analyzing key metrics such as customer satisfaction, engagement, and financial performance. | Identify areas for improvement and collaborate with cross-functional teams to implement changes. | Conduct market research to identify trends, customer needs, and competitive insights that can inform product development. | Support the development of business cases and product proposals for new offerings. | Collaborate with internal stakeholders including compliance, legal, marketing, and finance teams to ensure successful product launches. | Analyze product performance data and provide actionable insights to the product and leadership teams. | Develop and maintain dashboards and reports to track the progress of product initiatives. | Work closely with technology, marketing, and operations teams to ensure smooth product rollouts. | Liaise with external partners and vendors to support product integrations and partnerships. | Ensure all products remain compliant with regulatory requirements and internal policies. | Collaborate with the legal and compliance teams to address any potential product risks | Analytical Thinking: Ability to interpret data and trends to provide insights and drive decision-making. | Problem-Solving: Strong problem-solving skills to address challenges in product performance and development. | Communication: Excellent verbal and written communication skills to convey ideas to technical and non-technical stakeholders. | Project Management: Ability to manage multiple tasks and projects, ensuring timely delivery and high-quality results. | Technical Aptitude: Familiarity with fintech and digital product platforms is preferred. | Bachelor’s degree in Business, Finance, Economics, or a related field. | 2+ years of experience in product analysis or product management within the financial services industry. | Experience with Superannuation, investments, lending, or fintech products is highly desirable. | Proficiency in Excel and data analysis tools (e.g., SQL, Tableau). | Understanding of sharia finance principles is a plus. | Opportunity to work with a dynamic and growing team in an emerging niche of financial services. | Make an impact by contributing to ethical and Sharia-compliant financial products. | Competitive salary and benefits package."
Credit Analyst,PT Sejahtera Sama Kita,"Job Description: Requirements: Job Description: Requirements: Conduct thorough verification of personal information provided by borrower within designated SLA. | Verify the authenticity of identification documents, and other relevant document. | Identify potential inconsistencies in applications that may indicate as fraudulent activity and collaborate with fraud investigation team to report any suspicious activities and actions to mitigate risk. | Make a phone call verification to borrower and verify their information stated. | Bachelor's Degree in any major. | Have 1-2 years experience in credit analyst/credit verification or in related position. | Proficient in Microsoft Word, Excel, Power Point. | Have good communication skills. | Able to work with multiple task, being proactive, eager to learn and have high initiative."
IT Auditor / Consultant,PT Vintus Integrasi Bisnis,"Job Description: The Ideal Applicant: Why You Should Apply for This Job: Job Description Your role at the firm and clients might cover a wide range of contribution including:   The Ideal Applicant You should possess some of these qualities to succeed in this role:   Why You Should Apply for This Job Adding value to project deliverables with guidance and direction from your project lead. | Proactively conduct thorough market and technical research on various themes to augment our project delivery and market development processes. | Presenting inputs in discussions and analysis sessions with clients or industry experts while delivering certain projects. | Developing communication materials such as presentation slides to aid our business development process. | You will have the opportunity to travel while working on projects. | Graduated from the faculty of information technology, accounting, or industrial engineering; or relevant majors of study. | Have 2 years or less working experience. | Proficient in the use of standard business software (such as Microsoft Excel). | Proactive and flexible to changes. | Curious, willing to continuously learn new knowledge and skills. | Enjoy a lot of travelling for work. | You will learn practical skills in IT, risks, and business management. | Opportunities to enrich your network as you will interact with interesting and successful leaders in the industry, including C-level managements."
Workforce Management Lead,PT Commerce Finance,"Analyze historical data and trends to accurately forecast staffing needs and workload demands. |  Develop and implement efficient scheduling strategies that maximize productivity while ensuring adequate coverage. | Monitor key performance indicators (KPIs) related to workforce efficiency and service levels, making adjustments as necessary. | Generate and present reports on workforce metrics, providing insights to management for decision-making. |  Work closely with HR, operations, and other departments to ensure alignment on workforce strategies and goals. | Identify opportunities for process improvements in workforce management practices and implement best practices. | Lead and mentor a team of workforce management analysts, fostering a culture of continuous improvement and professional development."
